"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",0.5,1,0.25,10,0.1,0.75,0.666666666666667,0.510666230686361,1.06424917989163,0.167316504129864,10,0.0749028728721022,0.755737521641672,0.672200038014315,1000
"2",0.5,1,0.25,10,0.1,0.75,0.666666666666667,0.849956396790289,1.21765468527636,0.0277975500580781,10,0.0941388007757986,0.612309001300476,0.659287860251158,1000
"3",0.5,1,0.25,10,0.1,0.75,0.666666666666667,0.42637059835164,1.04479520521158,0.398181424519377,10,0.0932076183729884,0.772415891218255,0.665295309924568,1000
"4",0.5,1,0.25,10,0.1,0.75,0.666666666666667,0.398519714809663,1.08522175114513,0.151701187409891,10,0.101478756989174,0.744885227864212,0.668837191262886,1000
"5",0.5,1,0.25,10,0.1,0.75,0.666666666666667,0.640742174931457,0.933371332187586,0.288763585593173,10,0.115066282638113,0.717078396719649,0.662229287127176,1000
"6",0.5,1,0.25,10,0.1,0.75,0.666666666666667,0.60585380621119,1.04329477653308,0.176185533121064,10,0.112166273958549,0.716623637357673,0.661297487219956,1000
"7",0.5,1,0.25,10,0.1,0.75,0.666666666666667,0.622981655855983,0.788212070048984,0.537302172172884,10,0.0948021355864773,0.754175148058463,0.664014758645075,1000
"8",0.5,1,0.25,10,0.1,0.75,0.666666666666667,0.738413215041077,1.15894951723905,0.114066269901065,10,0.13004565410361,0.644352072825363,0.660301829233741,1000
"9",0.5,1,0.25,10,0.1,0.75,0.666666666666667,0.438626851779777,1.33099794581927,0.0103630416936078,10,0.103997024415566,0.752359288102042,0.655313142344553,1000
"10",0.5,1,0.25,10,0.1,0.75,0.666666666666667,0.550538916048943,0.842509983152797,0.00729671779465335,10,0.0936385917303455,0.744865126186337,0.656752694380836,1000
"11",0.5,1,0.25,10,0.1,0.75,0.666666666666667,0.508255192621912,0.931955376395044,0.339510325913906,10,0.117405121342956,0.78194417478102,0.685072580456771,1000
"12",0.5,1,0.25,10,0.1,0.75,0.666666666666667,0.705362061630342,0.493798073783575,0.65203354681527,10,0.0800924530554784,0.746826041854104,0.648596100162887,1000
"13",0.5,1,0.25,10,0.1,0.75,0.666666666666667,0.660410072555261,0.578125858079838,0.447081470416582,10,0.0977711646035587,0.776657102791878,0.674871986822292,1000
"14",0.5,1,0.25,10,0.1,0.75,0.666666666666667,1.27024599622911,0.00580147688339582,0.810945444140538,10,0.102416219845929,0.66224468051502,0.668532233715996,1000
"15",0.5,1,0.25,10,0.1,0.75,0.666666666666667,0.247155013385441,1.37785748032693,0.132135375599126,10,0.0881852681993283,0.795385673450338,0.664783504870247,1000
"16",0.5,1,0.25,10,0.1,0.75,0.666666666666667,0.412034402769324,1.13481462167292,0.0970528597909228,10,0.084965953702467,0.73515810653714,0.662968379102873,1000
"17",0.5,1,0.25,10,0.1,0.75,0.666666666666667,0.0743046129367522,1.14644375987845,0.0100613741691557,10,0.0882270175647244,0.830189670200719,0.685942340446062,1000
"18",0.5,1,0.25,10,0.1,0.75,0.666666666666667,0.237399375787767,1.34854829826805,0.12232250704404,10,0.074631561585194,0.782348023756969,0.665962915308823,1000
"19",0.5,1,0.25,10,0.1,0.75,0.666666666666667,0.470996028507452,0.773696661601416,0.456813524102607,10,0.0817840169207345,0.776733181453305,0.666713538713567,1000
"20",0.5,1,0.25,10,0.1,0.75,0.666666666666667,0.533112169148734,0.914615143289741,0.338446790657029,10,0.0916161805544657,0.761553147554894,0.660971317101438,1000
"21",0.5,1,0.25,10,0.1,0.75,0.666666666666667,0.396316975292526,1.46579289800252,0.0505995887711892,10,0.0813321418289738,0.751785810850376,0.658648902462176,1000
