"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",0.5,1,0.25,10,0.01,0.75,3,0.75,0.85,0.85,0.23509541746467,1.22340923486966,0.188543482057815,10,0.0243267831944426,0.69598296277653,3.1450039715744,0.880561193069108,0.838988083858586,0.849331135434179,400
"2",0.5,1,0.25,10,0.01,0.75,3,0.75,0.85,0.85,0.367192100909176,0.899149842332012,0.316871624440878,10,0.0368082181809479,0.726767835236395,2.63371599777263,0.590026547081989,0.912497232991914,0.95445649224717,400
"3",0.5,1,0.25,10,0.01,0.75,3,0.75,0.85,0.85,0.482783317747945,0.805310486754536,0.472452891303709,10,0.00745102463936838,0.999383163537197,2.58949345833226,0.604077905324949,0.904164502601185,0.918136881340587,400
"4",0.5,1,0.25,10,0.01,0.75,3,0.75,0.85,0.85,0.276206396564386,0.921956051365285,0.124217094630255,10,0.00907100511648884,0.747551144775075,2.75693196391072,0.425454831263316,0.895519544814801,0.770940242744166,400
"5",0.5,1,0.25,10,0.01,0.75,3,0.75,0.85,0.85,0.242628190590168,1.0185815018713,0.00812610243246483,10,0.0916979003727336,0.690305472993345,2.76869926741214,0.580787445737022,0.900478867726883,0.909292146157141,400
"6",0.5,1,0.25,10,0.01,0.75,3,0.75,0.85,0.85,0.442253549731146,0.643345036985105,0.440330111167635,10,0.016874484384651,0.642065707805819,2.80327969806304,0.471870230404789,0.941542231555666,0.808691992748408,400
"7",0.5,1,0.25,10,0.01,0.75,3,0.75,0.85,0.85,0.367810320174802,0.975033726239154,0.288593990859777,10,0.0161367215209691,0.679412672163365,2.93629092515835,0.788988821203999,0.920070176704003,0.873006849400313,400
"8",0.5,1,0.25,10,0.01,0.75,3,0.75,0.85,0.85,0.368858244544306,0.203076259177414,0.366816671954597,10,0.108237688868591,0.696281841748394,2.75165639131621,0.67740602151245,0.848264998607418,0.728913786088702,400
"9",0.5,1,0.25,10,0.01,0.75,3,0.75,0.85,0.85,0.469825211040647,0.782901783257686,0.400315460292346,10,0.0213926594456528,0.67731323895752,2.92920224188316,0.645663079525078,0.855019502114324,0.836902098408646,400
"10",0.5,1,0.25,10,0.01,0.75,3,0.75,0.85,0.85,0.578678865161907,0.759744986179644,0.386159081905864,10,0.0148262323049753,0.655588632926998,3.40548950616964,0.998813300468701,0.837999099413584,0.843280467313784,400
