"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",0.5,1,0.25,10,0.01,0.75,2,0.502257193076644,0.907166173611216,0.336054462893481,10,0.0129154043724383,0.758265932054486,1.97494165501911,2500
"2",0.5,1,0.25,10,0.01,0.75,2,0.391777100966978,0.842161714233675,0.378272324909064,10,0.0143405729672986,0.791440255314307,2.0458983869458,2500
"3",0.5,1,0.25,10,0.01,0.75,2,0.566587822625974,0.780903224405145,0.404097050259055,10,0.0131555591617834,0.757045951186398,2.02029317239279,2500
"4",0.5,1,0.25,10,0.01,0.75,2,0.248371100794882,1.29309339193665,0.0905471063118181,10,0.0124929532460979,0.779661735289632,2.00654509532417,2500
"5",0.5,1,0.25,10,0.01,0.75,2,0.295652768695531,1.04876479322108,0.213256131328841,10,0.0135674149470824,0.796075730713447,1.97243716315747,2500
"6",0.5,1,0.25,10,0.01,0.75,2,0.326374094186501,1.30694698097748,0.0184165928859793,10,0.0099406921681728,0.757086760732441,1.98518309655659,2500
"7",0.5,1,0.25,10,0.01,0.75,2,0.395595983442722,0.9484561078768,0.331572010051028,10,0.0124421868166615,0.791534196531157,1.98387199777491,2500
"8",0.5,1,0.25,10,0.01,0.75,2,0.443270089656164,0.836776148432084,0.357508786206809,10,0.0111422759192303,0.773013032908679,2.02001907062305,2500
"9",0.5,1,0.25,10,0.01,0.75,2,0.534745892774691,0.672464971332938,0.434500269436608,10,0.013121040892983,0.778717876956335,1.95646412325755,2500
"10",0.5,1,0.25,10,0.01,0.75,2,0.429194175534066,1.26611914419986,9.13678450871131e-07,10,0.0105093321237146,0.724088211687344,2.03366140308287,2500
"11",0.5,1,0.25,10,0.01,0.75,2,0.848562418575696,0.82505239067626,0.396195001498203,10,0.00673587588799863,0.688737111230091,1.99228385450828,2500
"12",0.5,1,0.25,10,0.01,0.75,2,0.394249451609508,0.924523207200708,0.255060048282506,10,0.0130240760176678,0.787583859513673,1.96999465737758,2500
"13",0.5,1,0.25,10,0.01,0.75,2,0.588775747187247,0.702074278950907,0.471608063970563,10,0.0101602782782947,0.764719879978385,2.02010490617751,2500
