"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",0.5,1,0.25,10,0.01,0.75,1.5,0.75,0.65,0.65,0.299250446285369,0.867449828771908,0.279653729892909,10,0.0119598682669287,0.850119388636891,1.03080597571872,1.5371677324119,0.857868904898481,0.855982570266291,400
"2",0.5,1,0.25,10,0.01,0.75,1.5,0.75,0.65,0.65,0.48007988295094,0.737213879742033,0.477048343397039,10,0.00909863208832958,0.884085730364976,1.45884271158697,0.739516245008252,0.689988538397874,0.678015380948263,400
"3",0.5,1,0.25,10,0.01,0.75,1.5,0.75,0.65,0.65,0.377642006413352,1.12257004875555,0.352126358517205,10,0.006887917689063,0.953851531576442,0.948085778755763,2.40679963206889,0.772031224240656,0.772673631030529,400
"4",0.5,1,0.25,10,0.01,0.75,1.5,0.75,0.65,0.65,0.827227057112918,0.0450809160704041,0.827172613087175,10,0.0248145380835386,0.68585253218191,0.821201354771124,1.80262819761862,0.503585240403416,0.465030217026735,400
"5",0.5,1,0.25,10,0.01,0.75,1.5,0.75,0.65,0.65,0.29512387728576,0.965970120063807,0.194729130780458,10,0.0183627839092977,0.719786653261171,1.21541264048792,0.476051920119183,0.946073446322622,0.96984440410761,400
"6",0.5,1,0.25,10,0.01,0.75,1.5,0.75,0.65,0.65,0.472019625889578,1.37517453614453,0.02983230765975,10,0.00686180633632842,0.781431158669491,1.12448410158022,0.78297860665719,0.995151205542101,0.996195475741347,400
"7",0.5,1,0.25,10,0.01,0.75,1.5,0.75,0.65,0.65,0.631717407083338,0.838755075632079,0.497184202888872,10,0.00955059089755999,0.743281982176215,0.960433049276278,3.43338098497355,0.884730027661953,0.863842293362364,400
"8",0.5,1,0.25,10,0.01,0.75,1.5,0.75,0.65,0.65,0.835092199126247,0.0690801346807629,0.726135076663887,10,0.0097999508323126,0.790341675877534,0.97519205208205,3.22864348595909,0.86457233171576,0.862487142986256,400
"9",0.5,1,0.25,10,0.01,0.75,1.5,0.75,0.65,0.65,0.584842000925147,0.977364742396807,0.447270234573642,10,0.0129518880427098,0.651761230566061,1.1827792863314,0.824929793997117,0.94679795824511,0.915778003765627,400
"10",0.5,1,0.25,10,0.01,0.75,1.5,0.75,0.65,0.65,0.684309463504725,1.01423460550658,0.335925382418201,10,0.00365316619596845,0.994767693762601,1.91884192733928,0.727399499475143,0.54313547243121,0.542941718534205,400
"11",0.5,1,0.25,10,0.01,0.75,1.5,0.75,0.65,0.65,0.373395592031496,0.960351828087899,0.370099708396729,10,0.0249465296330321,0.633800045914969,0.928442392053569,2.17265988696077,0.792728873588743,0.790244278951921,400
"12",0.5,1,0.25,10,0.01,0.75,1.5,0.75,0.65,0.65,0.0388898405713896,1.33946619822572,0.0106495491834639,10,0.0184640997753077,0.793108940117977,0.820167093539349,1.59543346566754,0.538374743307063,0.522274909299146,400
"13",0.5,1,0.25,10,0.01,0.75,1.5,0.75,0.65,0.65,0.488613779024578,1.03716480863951,0.313985737860808,10,0.00550898005246962,0.996448021518746,1.4650797964131,0.840860211585111,0.638474197751213,0.639093012959697,400
"14",0.5,1,0.25,10,0.01,0.75,1.5,0.75,0.65,0.65,0.442252150039666,0.578684060052883,0.431592657004218,10,0.0228149144166413,0.729750969481684,1.13608750270974,0.393859274012045,0.956532971803878,0.95470785500741,400
"15",0.5,1,0.25,10,0.01,0.75,1.5,0.75,0.65,0.65,0.350066384592715,1.27522112344929,0.0722972647327822,10,0.00931175546008182,0.755031978647098,0.894813098768297,2.73251144402513,0.88804875845225,0.899871515529143,400
"16",0.5,1,0.25,10,0.01,0.75,1.5,0.75,0.65,0.65,0.393090764576863,0.690744367635828,0.392404242662566,10,0.00929034873106431,0.901324127255775,1.13927682187804,0.297463826730166,0.968198079526903,0.92493183016741,400
"17",0.5,1,0.25,10,0.01,0.75,1.5,0.75,0.65,0.65,0.242809451198671,1.26217272627443,0.0885743816795199,10,0.0148722880355432,0.78626504622048,1.1582887609204,0.500684904682385,0.956080310546653,0.972304144752605,400
"18",0.5,1,0.25,10,0.01,0.75,1.5,0.75,0.65,0.65,0.937290479447298,0.0345544995411816,0.936492125895429,10,0.0222650137507671,0.646498979925327,1.12455583140269,1.08400670694088,0.957431032992845,0.895730145817698,400
"19",0.5,1,0.25,10,0.01,0.75,1.5,0.75,0.65,0.65,0.137853476599953,1.33497134641897,0.0186061375721713,10,0.0228098309278906,0.704974531941223,1.08618256685509,16.8281024459747,0.942035622417883,0.906187561328394,400
"20",0.5,1,0.25,10,0.01,0.75,1.5,0.75,0.65,0.65,0.299992711713828,0.69567051763333,0.293772691214262,10,0.0262417695723552,0.766101134635485,1.07365601808105,3.8328005181529,0.900690768404101,0.891737336556342,400
"21",0.5,1,0.25,10,0.01,0.75,1.5,0.75,0.65,0.65,0.507836611076421,0.73718593305596,0.456969860581642,10,0.011152060150373,0.768667992379683,1.25243319898559,0.779713303818633,0.899490346219127,0.801324038300527,400
"22",0.5,1,0.25,10,0.01,0.75,1.5,0.75,0.65,0.65,0.217233782717537,0.969115621848899,0.215167798976876,10,0.0224014848586172,0.742665625355831,1.11842745430945,2.01195890441187,0.988121967527539,0.904320546247122,400
"23",0.5,1,0.25,10,0.01,0.75,1.5,0.75,0.65,0.65,0.426492175253664,1.22583420653388,0.074893268098579,10,0.0066194579950829,0.997115575526043,1.12677521350687,0.557714814879679,0.932509720053739,0.969730737593059,400
"24",0.5,1,0.25,10,0.01,0.75,1.5,0.75,0.65,0.65,0.598278922121042,0.474793396806215,0.576495201237064,10,0.0160108144481965,0.710700344820221,0.946615785788049,2.63705568614981,0.7508185266897,0.798896202023188,400
