"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",0.5,1,0.25,10,0.01,0.25,1.5,0.482110465957585,1.17270605441043,0.0121737651278983,10,0.0535893230132827,0.149302955818631,1.45757692708841,1000
"2",0.5,1,0.25,10,0.01,0.25,1.5,0.69788009815825,1.0480253184889,0.197626952832505,10,14.434957851171,0.0348112983225561,1.55342805135535,1000
"3",0.5,1,0.25,10,0.01,0.25,1.5,0.591420860050511,1.06502751575268,0.131301632531902,10,0.0752804446243505,0.106412080174357,1.46778695062668,1000
"4",0.5,1,0.25,10,0.01,0.25,1.5,0.337544404896426,0.931769533349468,0.336908928855184,10,0.010503279879639,0.402114251391391,1.47428425154783,1000
"5",0.5,1,0.25,10,0.01,0.25,1.5,0.193765167668623,1.18471642247574,0.134908282242815,10,0.0196838823152005,0.435949469475213,1.4217627336484,1000
"6",0.5,1,0.25,10,0.01,0.25,1.5,0.607567005463312,1.03769869824443,0.245725599014496,10,0.000526365890003794,0.548053662801009,1.43532319744495,1000
"7",0.5,1,0.25,10,0.01,0.25,1.5,0.535194108366038,1.12118633267292,0.0641166817407721,10,0.206291050089182,0.186422525489366,1.4510367834907,1000
"8",0.5,1,0.25,10,0.01,0.25,1.5,0.207152243284591,1.35317569930793,0.0148768741432947,10,0.010552247293164,0.352985824459687,1.5262454240394,1000
"9",0.5,1,0.25,10,0.01,0.25,1.5,0.719582457984751,0.950741051759591,0.217691061641114,10,3.98740400344545,0.0689554571026943,1.61699039609454,1000
"10",0.5,1,0.25,10,0.01,0.25,1.5,0.5961847090877,0.948863104374294,0.269248224694824,10,0.000910378185344688,0.39544839711461,1.48586788177684,1000
"11",0.5,1,0.25,10,0.01,0.25,1.5,0.320712037404355,1.33763735040976,0.00452640360731378,10,0.00317338877843878,0.33471289311461,1.55917249903217,1000
"12",0.5,1,0.25,10,0.01,0.25,1.5,0.573850432662584,0.977485306935665,0.133495340378983,10,0.177626035404145,0.189175748119892,1.47841769552067,1000
