"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",0.5,1,0.25,10,0.01,0.75,1.5,0.5,0.85,0.85,0.120064200611418,1.13560083351867,0.12004652167852,10,0.0152634919747634,0.81937116019409,1.47016426757319,0.477406531012306,0.867537495114257,0.864701642472041,6250
"2",0.5,1,0.25,10,0.01,0.75,1.5,0.5,0.85,0.85,0.716010562459484,0.0549093882348986,0.711009765629466,10,0.0126883932382046,0.760557763730732,1.41536886546863,0.37056687820415,0.926302171332673,0.85087765920142,6250
"3",0.5,1,0.25,10,0.01,0.75,1.5,0.5,0.85,0.85,0.0763790693818749,1.27069522572645,0.0726406064593606,10,0.0220627968112451,0.8425858476789,1.44539369277517,0.453570195852442,0.905711929520539,0.932103599337865,6250
"4",0.5,1,0.25,10,0.01,0.75,1.5,0.5,0.85,0.85,0.614888532678252,0.480195638774085,0.542863624493676,10,0.0159734047204253,0.811601147346862,1.49903079540558,0.540338988323731,0.859528317372963,0.872748503407987,6250
"5",0.5,1,0.25,10,0.01,0.75,1.5,0.5,0.85,0.85,0.868367697554555,0.0812864107199656,0.834341461854195,10,0.0107429146518734,0.761974056913104,1.49892433935611,0.456169344450332,0.851570345549451,0.834236944630025,6250
"6",0.5,1,0.25,10,0.01,0.75,1.5,0.5,0.85,0.85,0.951718914116639,0.0129215275693195,0.93958645764132,10,0.00888786881223261,0.791559686132175,1.40717440137,0.461955649931966,0.904081954963953,0.92742470676065,6250
"7",0.5,1,0.25,10,0.01,0.75,1.5,0.5,0.85,0.85,0.639391466688392,0.899212674046498,0.321807684312638,10,0.0102332207763746,0.749732229912321,1.4875946910133,0.491671982136782,0.867912862965277,0.885970539989215,6250
"8",0.5,1,0.25,10,0.01,0.75,1.5,0.5,0.85,0.85,2.51931983598176,0.306561252270796,0.561851425910043,10,0.17555106344178,0.300025316840043,1.49123159545832,0.485593159645705,0.869797405805362,0.877662698883329,6250
"9",0.5,1,0.25,10,0.01,0.75,1.5,0.5,0.85,0.85,0.154272276322896,1.1657331963208,0.147983004411003,10,0.0148625210302922,0.823879850292181,1.49401819080571,0.491139950061292,0.855310131875882,0.861316388140997,6250
"10",0.5,1,0.25,10,0.01,0.75,1.5,0.5,0.85,0.85,0.431058816481024,0.789676316435083,0.406691474554356,10,0.0113288186388778,0.789846426374094,1.51064445121568,0.493843683135625,0.850122150446403,0.853793094531323,6250
