"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",0.5,1,0.25,10,0.1,0.25,0.5,0.770590217107189,0.721460067034639,0.130651338293035,10,31.221817625435,0.0178532038584804,0.546609391118466,400
"2",0.5,1,0.25,10,0.1,0.25,0.5,0.962804399860102,0.932363152765594,0.466295719125676,10,1979.12611500193,0.00076768082719742,0.508363336515259,400
"3",0.5,1,0.25,10,0.1,0.25,0.5,0.302034683777864,1.31501165237931,0.189301122418344,10,0.0828209672516487,0.350084997883626,0.51493909715462,400
"4",0.5,1,0.25,10,0.1,0.25,0.5,0.576614982907396,0.62739175687847,0.530688247695769,10,0.129498996929574,0.348738543425115,0.53270749241678,400
"5",0.5,1,0.25,10,0.1,0.25,0.5,0.852714286675237,1.14495962990554,0.0821591496010877,10,2.82714856732009,0.0753959986529326,0.543279967872451,400
"6",0.5,1,0.25,10,0.1,0.25,0.5,0.656578469781282,1.21410823099648,0.0788506683228198,10,0.0651509129035328,0.137013362342144,0.499342249061748,400
"7",0.5,1,0.25,10,0.1,0.25,0.5,0.551705807703592,0.922653306376931,0.548920528239315,10,0.00223337739791451,0.973057814383956,0.493273288400688,400
"8",0.5,1,0.25,10,0.1,0.25,0.5,0.765208152493668,0.15190224954825,0.190586103067541,10,4.18592722824476,0.103927927038677,0.519257479842486,400
"9",0.5,1,0.25,10,0.1,0.25,0.5,1.10462575187877,0.520627089424262,0.752336342456639,10,2.33602672376873,0.0743971418215929,0.527034069243089,400
"10",0.5,1,0.25,10,0.1,0.25,0.5,0.614448435620818,0.853485845909052,0.325786268555436,10,0.0629191123409232,0.378817441595009,0.524699634646792,400
"11",0.5,1,0.25,10,0.1,0.25,0.5,0.639927345186228,1.47604438388008,1.89839825918958e-12,10,89.2999685620752,0.000358657150543982,0.50925425772149,400
"12",0.5,1,0.25,10,0.1,0.25,0.5,0.0153096717998399,1.45830066477351,0.000607345661120553,10,0.00336992614634851,0.999996155407549,0.483337574634996,400
"13",0.5,1,0.25,10,0.1,0.25,0.5,0.694949452512111,0.879936293512306,0.49297911926191,10,0.00113235962314069,0.994679565363783,0.507557250521255,400
"14",0.5,1,0.25,10,0.1,0.25,0.5,0.351589710848782,0.916614595056597,0.349514542165054,10,0.110781212384741,0.457958650930858,0.472591425336431,400
"15",0.5,1,0.25,10,0.1,0.25,0.5,0.461661018858849,1.21063275426814,0.453330635793948,10,0.0385490095901247,0.248472658633155,0.503228326962349,400
"16",0.5,1,0.25,10,0.1,0.25,0.5,0.729508359773771,0.541490820317071,0.624309131213087,10,1.40181731538441,0.220723686039325,0.561517249079822,400
"17",0.5,1,0.25,10,0.1,0.25,0.5,0.426632838499389,0.672845010306748,0.425791541386971,10,0.086551488875419,0.47965441480727,0.516518818322544,400
"18",0.5,1,0.25,10,0.1,0.25,0.5,0.826982056844326,0.848549156419339,0.315040826352488,10,32.2079378376957,0.0314387350912656,0.563741412555504,400
"19",0.5,1,0.25,10,0.1,0.25,0.5,0.633577300779938,0.622990724210675,0.571477629816695,10,0.063352902505549,0.412563846621948,0.528125496611116,400
"20",0.5,1,0.25,10,0.1,0.25,0.5,1.00561788096597,0.195865883551776,0.707959471974963,10,0.000980074809416263,0.797122403219953,0.474956854666566,400
"21",0.5,1,0.25,10,0.1,0.25,0.5,0.412134445691549,1.57307070745366,0.224565624122624,10,0.0495619472205246,0.182694601806741,0.508494869302064,400
"22",0.5,1,0.25,10,0.1,0.25,0.5,0.441845992900757,1.42677643313601,0.0809185130771815,10,0.00119781716104378,0.927556966245112,0.50453738805293,400
"23",0.5,1,0.25,10,0.1,0.25,0.5,0.556627230202609,0.628312844984425,0.556612869220976,10,0.0132772734811135,0.396351056334292,0.493037051418226,400
"24",0.5,1,0.25,10,0.1,0.25,0.5,1.00903558194844,0.530398323925947,0.643462985527351,10,0.235789451295203,0.00326410829443909,0.49950513297708,400
"25",0.5,1,0.25,10,0.1,0.25,0.5,0.767859531930409,1.21556861925565,0.252534965644165,10,1.71651548524311,0.0194257261699212,0.51740645067707,400
"26",0.5,1,0.25,10,0.1,0.25,0.5,0.544486779648023,1.80590413444233,0.0432332533619267,10,37919.3805562133,0.000131175320295155,0.508558067917624,400
"27",0.5,1,0.25,10,0.1,0.25,0.5,0.701915075243006,1.12404073193896,0.283194207890206,10,51.9316857865376,4.65615077259669e-05,0.469025995203827,400
"28",0.5,1,0.25,10,0.1,0.25,0.5,1.21673977817371,0.0497252527106597,0.609536093900796,10,1940.4129201263,0.00227103410745975,0.49765677804362,400
"29",0.5,1,0.25,10,0.1,0.25,0.5,1.0659705357621,1.2347950377406,0.338545387138043,10,365.298594349279,0.00214626724104869,0.524950039737716,400
"30",0.5,1,0.25,10,0.1,0.25,0.5,0.590600837392001,1.38026548612957,0.304194058648695,10,156.484782395365,0.00255787094557564,0.482354682685319,400
"31",0.5,1,0.25,10,0.1,0.25,0.5,0.866138962551291,0.711143822195989,0.107581478500389,10,11.1436396102647,0.0271229543306343,0.506891738060555,400
"32",0.5,1,0.25,10,0.1,0.25,0.5,0.769197726750626,1.39438423356679,0.541392567852291,10,0.435737731976002,0.0317145069364444,0.501959204126636,400
"33",0.5,1,0.25,10,0.1,0.25,0.5,0.445376077787167,1.05268662113716,0.10865070510298,10,65.7630442817576,0.0144435744703102,0.492190139546411,400
"34",0.5,1,0.25,10,0.1,0.25,0.5,0.566269967072093,0.22440668672327,0.566111147126379,10,0.00780039091499301,0.997142193808919,0.519733604098111,400
"35",0.5,1,0.25,10,0.1,0.25,0.5,0.73298467131729,0.602214374089827,0.566190729250166,10,0.0782132602892119,0.316923321184074,0.502103329088832,400
"36",0.5,1,0.25,10,0.1,0.25,0.5,0.505563985041647,1.4954680191372,0.16618061068902,10,0.100908405112235,0.176493695860519,0.504119995313797,400
"37",0.5,1,0.25,10,0.1,0.25,0.5,0.728842206550845,0.941825189675918,0.308975216074006,10,0.0530325563221741,0.144500637332916,0.500619129990888,400
"38",0.5,1,0.25,10,0.1,0.25,0.5,0.96754631785241,1.11254503808332,0.433982790745205,10,2.29418944679324,0.0270139916571725,0.508449326737747,400
"39",0.5,1,0.25,10,0.1,0.25,0.5,0.682380307741617,1.31235423853494,0.0038958373050345,10,0.351298931395545,0.136593875098459,0.529865471212424,400
"40",0.5,1,0.25,10,0.1,0.25,0.5,1.01429912635612,0.810470877792867,0.318122727760144,10,11920.398852347,0.000281116559761544,0.514921886066795,400
"41",0.5,1,0.25,10,0.1,0.25,0.5,0.824706982285211,0.77781680417818,0.21559531380347,10,57988.9722406488,2.68782267077959e-07,0.520331919298293,400
