"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",0.5,1,0.25,10,0.01,0.25,2,0.75,0.65,0.65,0.673544887324036,0.960936948198429,0.0966010763835311,10,2.04515037834933,0.11854966093203,2.07603006084838,0.747457829793402,0.677725706190304,0.687633345202297,1000
"2",0.5,1,0.25,10,0.01,0.25,2,0.75,0.65,0.65,0.687208111956207,0.737581863953188,0.262385601632243,10,55.3824523401164,0.120271893152959,1.83115358788411,0.787426189981976,0.897767868143243,0.824079293816895,1000
"3",0.5,1,0.25,10,0.01,0.25,2,0.75,0.65,0.65,0.651199322589392,0.808813990984393,0.225342263071165,10,1.17966003281915,0.142817422890949,2.47374888722962,0.806702852239487,0.594394142671577,0.597652932853421,1000
"4",0.5,1,0.25,10,0.01,0.25,2,0.75,0.65,0.65,0.676764219732886,0.969886441645934,0.202100009552764,10,2.09878419658242,0.092207259837145,2.20828040208106,0.751350603995207,0.61448013298254,0.629229656466503,1000
"5",0.5,1,0.25,10,0.01,0.25,2,0.75,0.65,0.65,0.742880546548974,0.852154463086798,0.286825408198514,10,3.53038545647169,0.117366597990401,2.18197171156799,0.789430208853383,0.64462655253854,0.67742036789605,1000
"6",0.5,1,0.25,10,0.01,0.25,2,0.75,0.65,0.65,0.713587407801952,0.846808717862412,0.28776873484289,10,3.39634962124521,0.0697704002909358,0.872485571959632,2.70104884896006,0.503108082717594,0.497786460179703,1000
"7",0.5,1,0.25,10,0.01,0.25,2,0.75,0.65,0.65,0.397175193478198,0.852795064084077,0.393958698193759,10,0.0149038822739506,0.400736173702541,1.81076032272705,0.729773216237944,0.723207925171488,0.715860054496365,1000
"8",0.5,1,0.25,10,0.01,0.25,2,0.75,0.65,0.65,0.646943869361685,0.710646793467073,0.25222492258327,10,55.831059450865,0.211063068728408,2.28800857946729,1.0527733544329,0.724093634320147,0.651005629133927,1000
"9",0.5,1,0.25,10,0.01,0.25,2,0.75,0.65,0.65,0.771563776702759,0.86282985322139,0.271932967416803,10,5.91705862991854,0.0940767588403741,1.96764427019002,0.791759016939231,0.742624965498217,0.756794934623579,1000
"10",0.5,1,0.25,10,0.01,0.25,2,0.75,0.65,0.65,0.647329900297522,0.900361915541917,0.20732210819092,10,0.475553279809288,0.149565634635321,1.82094700637115,0.719723668528224,0.750766584290563,0.737930276700345,1000
"11",0.5,1,0.25,10,0.01,0.25,2,0.75,0.65,0.65,0.749623050472236,0.911550044869483,0.222964492122828,10,35.0655333461198,0.0691934789539826,1.72858801023431,0.842119685522604,0.779763985411911,0.713472368990962,1000
"12",0.5,1,0.25,10,0.01,0.25,2,0.75,0.65,0.65,0.772756536192376,0.727075522795388,0.370445078096286,10,8.52057144749665,0.0891099027998316,2.33096712147734,0.846719762407229,0.665242573834801,0.661479506329275,1000
"13",0.5,1,0.25,10,0.01,0.25,2,0.75,0.65,0.65,0.842960668226961,0.700408798502102,0.359550677219454,10,19.2715074972186,0.105689504776335,1.76783115738963,0.769640590535835,0.836485610732367,0.787371656020341,1000
"14",0.5,1,0.25,10,0.01,0.25,2,0.75,0.65,0.65,0.713942539591018,0.984600031464721,0.21311057028533,10,38.4517268924176,0.106511565948727,2.13041369943602,0.985363649975543,0.611851617488262,0.578611295643593,1000
"15",0.5,1,0.25,10,0.01,0.25,2,0.75,0.65,0.65,0.731718215233895,0.884407732431833,0.248329997342335,10,58.640672653375,0.120276591661117,1.8577022104235,0.946735646148835,0.816947356465715,0.75299122799155,1000
