"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"1",13144.8799390613,13174.4358512183,13176.5716071191,13150.6849894769,13166.6851507216,13144.7268763735,13183.2931511191,13174.6884875101,13133.517761484,13176.2873596507,13234.6372715398,13166.5653108737,13175.6715654955,13149.579254077,13142.1370511148,13153.9999383951,13307.343988859,13098.1921559468,13195.1808945816,13154.6229937128,13088.5881707803,13119.9160594146,13127.6460157535,13128.254833491,13158.8192297622,13120.7010480088,13168.2579622193,13177.5089155463,13201.2224103786,13157.0473292867,13177.4727158349,13188.1061688562,13157.1301242056,13186.6748028968,13175.1151698513,13173.7459581141,13137.3398352453,13167.938982301,13100.2722262168,13129.4191585552,13156.1270300744,13149.7771479883,13158.0682685545,13139.8975915075,13117.7818738537,13181.8534330956,13130.963640314,13139.4456477845,13183.775494843,13172.6445310079,13144.6363922932,13138.2588146334,13073.168224054,13147.9286599489,13170.8539226438,13179.7859131719,13126.2842085621,13117.3028659165,13161.9896843477,13216.9697277814,13143.5586947764,13114.8751146651,13174.7777734172,13155.2459029708,13171.6393331652,13200.6785869962,13151.5306895083,13177.2622485399,13187.5157430664,13181.5528335033,13120.7456153192,13133.136547501,13121.0627159005,13180.8405881433,13120.6783666824,13122.0828926768,13134.4666723859,13115.5114524528,13176.1083135394,13194.7417696462,13085.6569971733,13182.6553872123,13181.4955740876,13162.2540323435,13124.3990680757,13121.5984104203,13169.3592450347,13157.7786740543,13174.2770818425,13144.8924288103,13241.6040791388,13138.2761439899,13184.5919808912,13130.8132358415,13176.4247126523,13158.3167714625,13142.2567088826,13150.3693259172,13042.46781943,13261.0035815436
