"","ABratio","baseline[1]","baseline[2]","baseline[3]","baseline[4]","beta","k"
"1",0.921300712435709,-9.48574747218157,5.43302564749823,0.279784967165124,61.4104526718692,1.09292205699459,1.52322101545486
"2",0.923038826777186,-9.52875388012751,5.43302564749823,0.282678823230537,61.1081259833441,1.06935546780009,1.52322101545486
"3",0.922448261450213,-9.5466354114828,5.47483121677051,0.282810776836166,58.8546724477774,1.08299753836764,1.52322101545486
"4",0.920913249423637,-9.53386304505742,5.52784369425215,0.277242197861682,58.655674509096,1.08505214643592,1.52322101545486
"5",0.920915062998836,-9.56228613047385,5.51733654113466,0.278707230811027,61.258666621883,1.07218792710252,1.52265761714051
"6",0.922556572143584,-9.58483151754441,5.51057973414865,0.278707230811027,62.249416217035,1.07637786040696,1.51923925965968
"7",0.929473812542616,-9.58483151754441,5.46981368521265,0.275965598312809,63.8697941130631,1.07341279640567,1.52249253311167
"8",0.926914879922402,-9.62725124366416,5.52852193738153,0.275965598312809,59.6582172118359,1.07639939031066,1.52473251462099
"9",0.920982805668846,-9.64230213119892,5.58758221246428,0.283892705018268,59.6582172118359,1.0988994034369,1.53042158558908
"10",0.916898702129878,-9.60605502448664,5.53539191793441,0.287810411350557,58.7592569726845,1.0882422389533,1.53125303453146
"11",0.916898702129878,-9.59457069043292,5.52895229169185,0.282882653350427,63.5503735895645,1.07742855846485,1.52846798517175
"12",0.916898702129878,-9.58736399786022,5.4832180234127,0.285552719543965,63.5503735895645,1.06299697328243,1.52128718191052
"13",0.914893321435795,-9.5538508406515,5.46253221988644,0.285552719543965,63.0566363784226,1.06457908207906,1.51922273055843
"14",0.92767317111218,-9.60554276576821,5.50315309948597,0.284555547710504,59.5834288764839,1.07092920657837,1.52212508245476
"15",0.924028038530773,-9.60554276576821,5.51321751475244,0.284050710053574,61.2291156742219,1.09722867409759,1.52415563961475
"16",0.925259241915189,-9.62799204437249,5.52394611511462,0.283069087408888,61.2291156742219,1.07785705803199,1.52415563961475
"17",0.925259241915189,-9.65953763362712,5.56795021017485,0.286561015142844,61.2291156742219,1.07189840285341,1.5179047435104
"18",0.928051243662885,-9.71292446683375,5.55556662910677,0.280557400659068,63.5578818031334,1.08566887502221,1.53248472901466
"19",0.924420782925206,-9.70495435248707,5.60311802173255,0.280557400659068,63.5578818031334,1.0826669505311,1.52706315375699
"20",0.920081253778505,-9.71027118671759,5.59147853208352,0.282869146891333,63.4062166768973,1.0826669505311,1.53744344744251
"21",0.920081253778505,-9.68246573307838,5.59147853208352,0.282869146891333,61.6057503841325,1.10621297876199,1.53627779992993
"22",0.928060939818945,-9.66923642881344,5.48017795489204,0.28888054107031,61.6057503841325,1.10337688634301,1.53993012541644
"23",0.931724024477949,-9.64035046973965,5.52770884085981,0.280383447525424,61.1726647376303,1.10394151881531,1.53645000462027
"24",0.921765078144979,-9.5872413315307,5.52832882027467,0.284734360839134,61.7477231202198,1.10588681853683,1.53521151907821
"25",0.919254728377218,-9.59749036435228,5.51584330344659,0.284945509563069,59.5553339440347,1.10427707461956,1.53600085640943
"26",0.928202532996857,-9.61372188080104,5.50944078866905,0.284945509563069,59.9350904356231,1.11558691323092,1.52996688156646
"27",0.925776037636928,-9.66250114088071,5.57305979060143,0.2889837657377,59.6394593170587,1.08880191636751,1.52475930908048
"28",0.928420234391835,-9.70212756522962,5.52411014184579,0.289235188102785,60.9053746149457,1.09184772397548,1.52948230711946
"29",0.919784180191632,-9.71856344157119,5.58851002940103,0.285222407889025,59.9882366628605,1.07817781746569,1.53036474684657
"30",0.924394832305384,-9.74616768278925,5.58455567278346,0.297898623363719,61.3127580760926,1.08597390344135,1.529832749236
"31",0.924268351282832,-9.710642589761,5.54687809570377,0.289919252496051,62.1935675962288,1.09324033197293,1.52544495307186
"32",0.921111066767759,-9.65945849312119,5.54687809570377,0.285762326845886,60.0439774767767,1.10271336336734,1.53760101745988
"33",0.919505083747594,-9.62255545087373,5.5265068466419,0.285762326845886,59.3083925492609,1.10271336336734,1.53572175046958
"34",0.919618717246281,-9.62839127455783,5.5265068466419,0.284137373265868,64.2329391573265,1.092153912763,1.52647074205053
"35",0.920588604178079,-9.67511890892703,5.55406552097522,0.288415606194512,61.1226080430608,1.07509833874489,1.5276969375427
"36",0.922644193882094,-9.68420457119168,5.57061539841543,0.288200633939146,61.1226080430608,1.08339239762199,1.52650810264711
"37",0.924077866786622,-9.6830313049715,5.54725532567225,0.284294830829868,63.1348500641948,1.10039322974515,1.53213274086517
"38",0.931169756662957,-9.64988462299229,5.54910902592476,0.266891491358443,66.3240338959341,1.10039322974515,1.54106748925157
"39",0.930812975556735,-9.64988462299229,5.58847559755876,0.266206469449809,63.6796708030821,1.10039322974515,1.5346370792504
"40",0.928234560812687,-9.63366349160991,5.59444790183697,0.263732798486822,63.3555522000489,1.09018526935911,1.53200844544625
"41",0.925927398194232,-9.68285169630855,5.62282590742196,0.27445725088403,61.3400528939016,1.08042240544891,1.52253223369022
"42",0.92760914168599,-9.68284984728815,5.65315025099979,0.271339852323917,61.039777519113,1.09316827249332,1.52920187471713
"43",0.922234432097907,-9.6787585525232,5.63362490574862,0.277425703332589,61.0644007525175,1.09416846736911,1.53421837470287
"44",0.920554168273769,-9.6752454099888,5.68136764763802,0.267508305999558,62.8335628810178,1.09416846736911,1.53421837470287
"45",0.922747351377827,-9.63526454101724,5.68615976876133,0.254242308865399,62.2527693192486,1.07163598812317,1.5277307163403
"46",0.924001324661326,-9.61005984689188,5.68615976876133,0.254126097374473,66.1930540626604,1.0788569169382,1.52294794110245
"47",0.919849992869191,-9.58917522403226,5.73630083284063,0.250334966250943,63.1545321196671,1.07397684905148,1.52451718777945
"48",0.923374059335597,-9.61007087209032,5.72412056194173,0.253708250530854,62.103643467263,1.08019978638763,1.52451718777945
"49",0.92470251221989,-9.61007087209032,5.64847429407648,0.25920676409713,62.7242985372331,1.06138081593077,1.52346547705583
"50",0.917752644436595,-9.59881809700832,5.69477820851974,0.25920676409713,65.450178396615,1.07218022398409,1.51689273664595
"51",0.924353454883872,-9.70067632129791,5.69588625229931,0.25967799544258,62.3864191820581,1.07218022398409,1.52607500116443
"52",0.920159922736077,-9.63404016403735,5.60975730041913,0.260250812044091,63.8282322307928,1.0800596278915,1.53291587681445
"53",0.920159922736077,-9.57227571697482,5.60975730041913,0.263245134784599,63.8282322307928,1.0964148301805,1.53540517907196
"54",0.917529366164285,-9.55674713922258,5.62553121980002,0.263245134784599,64.8132679084398,1.0964148301805,1.53631718751473
"55",0.921523024353104,-9.58657297856602,5.60565462570892,0.265540030351021,65.1317127922755,1.09686154575482,1.53164921906777
"56",0.927034915428834,-9.58946901576731,5.58194236691578,0.26344910014367,61.1910319835424,1.07430665002462,1.52482858993045
"57",0.923488337663412,-9.55940802975833,5.50320416678304,0.276322316002502,61.1910319835424,1.07619251294456,1.52634535820384
"58",0.921561531218202,-9.52397148146407,5.46781553574053,0.276868246158207,62.1697831294086,1.0678393712489,1.52746379404034
"59",0.918090228476133,-9.52458468875659,5.46781553574053,0.279531865669943,62.8358662167067,1.09312247165733,1.53240491769379
"60",0.921201727684731,-9.60489277300475,5.56491674852034,0.276906510378319,60.9356732774269,1.09805468944278,1.53324877551172
"61",0.928512594645826,-9.6359538457682,5.56830074650528,0.270201637069944,63.2064146257187,1.10544793030416,1.53779725074735
"62",0.925257124482977,-9.59442500168492,5.56597476582605,0.268981062268043,60.4887919624129,1.10544793030416,1.53820200971672
"63",0.925257124482977,-9.58561969832236,5.56597476582605,0.270206975624263,63.1388620154142,1.10483360750405,1.53820200971672
"64",0.925257124482977,-9.58561969832236,5.52899837944591,0.268101799221326,60.4414110691464,1.09193280831938,1.5351792588365
"65",0.920599004244071,-9.52861897912422,5.52691752736746,0.271334387949992,60.4414110691464,1.09017161463299,1.53038603625207
"66",0.927046107808831,-9.52861897912422,5.51621113813556,0.265980976047534,61.6277614333887,1.10298554514255,1.5327746534087
"67",0.927046107808831,-9.55855981743342,5.56913213772062,0.262590672591656,66.5014604826404,1.09865209951778,1.53030055332891
"68",0.926049771599935,-9.6068060883909,5.58787782437981,0.262590672591656,63.2400503359019,1.08052834499713,1.52728669074202
"69",0.926719251154765,-9.58984694011821,5.58787782437981,0.266434543133763,62.0559143048932,1.08625496110839,1.53150610888361
"70",0.921363755828736,-9.58984694011821,5.6324971289695,0.26299308047154,62.4487595375682,1.09586756156259,1.5305179183495
"71",0.919998259280168,-9.56485128917231,5.66621227740125,0.244507125822981,67.5151935781909,1.08893620775442,1.53428213297072
