"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",-6.49197069229558,-0.817402503453195,0.690386589150876,-3.94776846433524,1.16648749407396,1.45219475395026,1,-7.07527461217466,0.844455021998016,0.488396563925152,-3.83866699886887,0.303185456874399,0.347554808264363,1,0.33192496985257,0.156819267770275,0.0430190101242712,7.77704598215507,0.00539949406293541,0.00778171494352571,0
"2",-10.0253530880436,-0.196953683625907,0.415123324841261,-3.55305001523811,0.184191001531042,0.302522417157888,1,-8.99019922599614,1.1589178308572,0.578072946907056,-4.70317812412866,0.295923261430517,0.322474747217994,1,NA,NA,NA,NA,0.00520654469982742,0.00209243647973857,0
"3",-7.98662339290604,-0.671365754213184,-0.499424630310386,-2.85267192812171,0.299492124227887,0.446492392104119,1,-5.6262034897416,-4.8364830208621,0.593709016002742,-2.42850876297232,0.305242079983409,0.34366615285508,1,0.182995126087553,NA,0.0221401641467755,4.48904760168475,0.00539117110122965,0.00637873619464477,0
"4",-9.56716716242954,-1.52217141445726,0.395960806403309,-1.74217107065488,0.0639677285218214,0.257942472892244,1,-7.20193110803973,0.558626396424917,0.570355276614246,-2.83131581912528,0.306952539700846,0.343894922052509,1,0.355674510760009,NA,0.0149822698646945,3.97239781413315,0.00542191513251848,0.00627246900902263,0
"5",-10.9486242206767,-1.1139856968075,-0.695287450216711,-0.863064833451062,0.29951768335102,0.309005811810493,1,-6.14220745937198,-0.140828132436163,0.53788203223719,-3.75172247932286,0.307842740930249,0.339551205257937,1,0.234525505532159,0.259119791949878,0.0358026759890283,6.82289754820589,0.00549023725857686,0.0071553888455732,0
"6",-10.7422395790927,-0.33005815371871,-0.862601498607546,-3.91810299514327,0.0487678004016978,0.173180138585007,1,-11.5554026960529,1.93588597284423,0.473668350104622,-4.74730016188402,0.306245941606308,0.355675260474225,1,0.691048428150774,NA,0.0899104595107583,16.8812852045171,0.00551907917306058,0.0126714906907492,0
"7",-11.062372751534,-1.29187871329486,0.493564460426569,-6.88265293266159,1.23902228374463,2.37854506354003,1,-7.25718365902812,0.584624135597796,0.562555029846823,-13.5191472024607,0.304202447694963,0.339736801341018,1,0.546958797404884,NA,0.035110523907567,8.01994358868314,0.00542424908725557,0.00730301465235348,0
"8",-11.1662370460108,-0.859772061463445,-0.848913081921637,-3.591647882713,0.0316099301672873,0.0664096032269299,1,-5.41057977684611,-11.6145849135508,0.560975893733746,-0.796646705682089,0.306640759498045,0.345360800427864,1,0.166584883075719,NA,0.0203342118424596,4.51200001372097,0.00539268578612074,0.0064095668701472,0
"9",-10.9458398404531,-0.0427017444744706,-0.974299300462008,-4.04571837605909,0.302606312804272,0.670278976205736,1,-17.8596484719117,2.60406009064922,0.454145626042893,-0.646530333897584,0.306982968129849,0.364300468084626,1,0.76773941298729,0.0516645842477734,0.0372897523146647,6.26336607842594,0.00537178370836049,0.00774990257477828,0
"10",-7.75449226470664,-1.02073931228369,-0.464736628811806,-5.32495786692016,0.27459219913382,0.784964165608299,1,-5.34873811990282,-4.86904380767407,0.562266524548313,-1.20810497280579,0.312981986745781,0.354274969592096,1,0.157742930097513,NA,0.0192659461936057,4.13648845874053,0.00544186601415712,0.00643913708109471,0
