"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",-9.13895857706666,-0.399295299313962,0.463878087699413,-2.42675157519989,1.30001526750326,1.33893581103058,4.95566579038277,-8.45681059207775,0.440412428248742,0.677186358598912,-1.83022221771235,1.01956793406886,1.07078523986015,1.52317547575349,0.337366927047722,0.146311041325856,0.040342631308764,5.72321173466363,0.0118605030509742,0.0111103826773718,0.00514366861699837
"2",-10.2636457406916,-0.630653644446284,0.170369106344879,-0.664619716233574,0.211798685038732,0.311302424408495,4.85889158127829,-11.3160926166987,-0.897480890493052,-0.836922655833634,-0.459707733486146,0.757316153290842,0.814282231688984,1.48347206728856,NA,NA,NA,NA,0.00832891955675413,0.00852524465909553,0.00488207902663732
"3",-8.74366416921839,-1.19449527561665,0.506813526619226,-0.546304525923915,1.97876830071144,2.2138871642432,2.67975740772672,-6.86029510722234,-1.69181206619697,0.652950280379686,2.22510878167198,0.992444871497377,1.05868640585368,1.520766957513,0.173968239332898,NA,0.018968391931076,3.45327531087322,0.0112537675648923,0.0109609050804867,0.00516235075244937
"4",-8.57499222736806,-1.04394717281684,-0.00112659577280283,-5.71885034209117,0.103824207154327,0.454495505643355,2.31611467543989,-10.0015921484856,1.1659752152166,0.665357263772055,-8.51170291463681,0.98764408301592,1.05456080067376,1.51919036811648,1.38233234398996,0.46727998561738,0.0507425565938973,7.71265366004526,0.0111623659980152,0.0112620679745417,0.00516774228327495
"5",-11.0279557756148,-0.910848567262292,0.882039418444037,-1.60920198110398,3.39716517834883,5.69784496690998,1.69466188563965,-10.3115321241804,1.2674184250148,0.658417235685508,-1.70500481721694,1.01677835129276,1.08085993898131,1.52976073995827,0.162981940066982,NA,0.05080959457434,7.1576660231582,0.0113327715456172,0.0112662403960014,0.00516234046717744
"6",-8.14437229558825,-0.547963886056095,0.514102181885391,-1.20107185503002,0.959000096619404,1.452446547344,1.26886319983751,-9.00045833552284,0.741315431291024,0.690652790438769,4.91844287048385,1.00210893608134,1.0760831559825,1.52812004266829,NA,NA,0.0382181930052894,4.88103380669619,0.0111886016524578,0.0110909746619751,0.00516613742469016
"7",-10.5899881585501,-0.00511552300304174,-0.75930684665218,-1.22349698189646,0.0545122256947606,0.0574297767847255,4.05013518226333,-11.0497639315045,-0.400886822460759,-1.08047248320273,-1.67206181002443,0.813328605833472,0.82438557515179,1.46643418878226,NA,NA,NA,NA,0.00896406488844321,0.00854810279780137,0.00479681019676058
"8",-11.9353033010848,-0.986870781052858,-0.652275326661766,-3.4156806464307,0.105283979813051,0.335513635072857,4.33744021714665,-13.1812777973598,2.04603382598967,0.51196960170236,-11.8669416130987,0.839744257647656,0.952328333267221,1.4775246782367,NA,0.0424351497307556,NA,NA,0.00929568897515566,NA,0.00384915630444646
"9",-6.56937716016546,-0.561469212174416,0.70913951843977,-4.27364023099653,0.25471097103442,0.387291309423745,4.81226820265874,-6.16110005060651,-0.147297524379525,0.476034088364461,-6.89273100121962,0.954884776381011,1.05641274352505,1.51695696841623,0.117895146610991,0.0992504049457703,0.0171785379887281,4.18413314682618,0.0107980540725963,0.0110886246878502,0.00523391833963009
"10",-7.88228000281379,-1.46722798328847,-0.88504280988127,-6.6278199844528,0.0442398374462742,0.160456160325332,4.98289577509277,-8.11464068034162,-2.35916554455689,-2.60662045809718,-6.50027304927619,0.792020326380282,0.811321623046382,1.45098641782535,0.498941380112493,NA,NA,NA,0.00861767534920413,0.00844652984037862,0.00479264367659669
