"","Mean","Median","St.Dev.","95%CI_low","95%CI_upp"
"ABratio",0.843745756406415,0.843789694708402,0.00773456233649175,0.828807546073936,0.859062714823562
"baseline[1]",-10.1475067148408,-10.0772954129975,0.885127914076284,-11.7819077889799,-8.6646032983736
"baseline[2]",6.70797300760854,6.63055247504131,0.894203964811588,5.21890410019612,8.38330820246752
"baseline[3]",0.316790152695914,0.316674806236597,0.0149303187792915,0.287980815031831,0.346509284295145
"baseline[4]",39.674155960111,39.6505593815427,2.50799433708507,34.8184463334426,44.5755215934931
"beta",0.365094591367998,0.365107128031123,0.00682237124781447,0.351737668739356,0.378455304609062
