"","ABratio","baseline[1]","baseline[2]","baseline[3]","baseline[4]","beta","k1","k2","mean1","p"
"1",0.987838231058484,-9.00202483494058,4.63437029953463,0.00932107510634513,13.7114958378524,4.14078324839185,41.3734061930959,1.41942435839165,0.879959560916059,0.893366618634683
"2",0.988010028399844,-9.00202483494058,4.63875434188489,0.00726092987242118,15.4852980357827,4.13607947994123,41.5829628930852,1.4372734857385,0.879729445341168,0.892969052687968
"3",0.988003335830031,-9.00944391669113,4.63611743172657,0.00711062227569726,16.5840973653597,4.17764373168569,41.8711081488311,1.43585243027031,0.880041208124872,0.892953645683827
"4",0.988107320383207,-9.00944391669113,4.6908210015128,0.00711062227569726,16.5840973653597,4.17580999911409,41.8194098945697,1.40208182162112,0.880291242039433,0.893106555524065
"5",0.98845310673498,-9.02984298752141,4.67502149485568,0.00805453094815528,14.942608868103,4.15884969472464,42.0059614347031,1.43320570992016,0.880567869202607,0.89295838824023
"6",0.988656604039334,-9.057246734346,4.68010959013994,0.0105599113186139,16.0941623868929,4.17268682255825,42.0059614347031,1.40475754294984,0.880325933283895,0.892736735379683
"7",0.988841913174121,-9.07393508300545,4.72016807553296,0.0062799708592348,16.0941623868929,4.1655644991566,41.9112355456256,1.40409213107232,0.880422264396926,0.892692538961955
"8",0.988841913174121,-9.06900379233799,4.72089922764426,0.00828695537129195,13.1738204142723,4.1687509408586,41.8188924255102,1.44510410125632,0.880287688095223,0.892569186518377
"9",0.988841913174121,-9.06473983107296,4.73137448793395,0.00274605866532454,13.2199905001408,4.17970095480842,42.011205720825,1.43030527390122,0.880113607837325,0.89262934112678
"10",0.988352752924565,-9.06473983107296,4.70640010282445,0.00764540330666778,17.2286745207563,4.17371730310485,42.011205720825,1.42221020771723,0.879815244284778,0.892443949725167
"11",0.988473473453472,-9.07946424308892,4.70640010282445,0.00315720062631595,17.1175552601121,4.18496832433576,42.0998480143857,1.43231585075794,0.879704036252891,0.892443949725167
"12",0.988763461532354,-9.07279965590519,4.70640010282445,0.00353119756710661,18.6665080718078,4.17719052853933,41.8731820110942,1.42394099931326,0.880105812398639,0.892639667510979
"13",0.988365902772368,-9.03039530768267,4.72275502661053,-0.00211467384068325,13.6392305463979,4.17530703031189,41.7935407684419,1.42811949714002,0.879860922028415,0.89270513115273
"14",0.988633315887635,-8.99773581010056,4.71554292082431,0.000131124612225237,12.4941915843149,4.19007337818979,41.6042477957868,1.4258893929713,0.879982964719524,0.892469409468417
"15",0.988372697288244,-9.01311104772081,4.73341913309847,-0.00251227535857332,13.0330509902388,4.17518989787033,41.9662946435153,1.42308397541401,0.879960318291543,0.892514831543344
"16",0.988391189209205,-8.99700631014831,4.72911102488051,-0.00159626116876354,11.6488399524929,4.19852522727213,42.1060800912172,1.43263868964848,0.879954435211717,0.892349497809516
"17",0.988139872504606,-8.98063479668607,4.74205566496554,0.00266901194554962,11.6488399524929,4.18234723816283,42.1308277340512,1.43263868964848,0.880171110715809,0.892477682774358
"18",0.98823179943662,-9.00998028185335,4.75253168380436,-0.0050742971966425,14.700559351188,4.17130550795559,41.9648235081574,1.41509236920507,0.879999104609638,0.892336191972929
"19",0.988821655449351,-9.01355060669698,4.74808388766944,-0.00770835719052382,12.6347268075349,4.17402409492532,41.6161247056276,1.4147993691226,0.87971857334522,0.892223414837136
"20",0.988821655449351,-9.01355060669698,4.74808388766944,-0.00735900389724489,12.6347268075349,4.14870946739607,41.595270566531,1.42458498326995,0.879554786185194,0.891927742160351
"21",0.988835245050014,-8.98426249155699,4.74808388766944,-0.00731141330420914,12.9594155578795,4.17265104073798,41.9999093963041,1.42458498326995,0.879678604862339,0.891902238634184
"22",0.988864454768101,-8.9777597792043,4.6927575937595,-0.00263043260817551,12.4888464988808,4.17542588780175,41.9430267802132,1.39899747206815,0.879821579582885,0.891994273562418
"23",0.989082319593498,-8.98388704834066,4.70646109873675,-0.00496433842345804,14.1036795768456,4.17400514716577,41.9889945926324,1.43662541126832,0.879728360932065,0.891879369643802
"24",0.989125542300423,-8.98388704834066,4.70504736052142,-0.00169210545077676,16.1002170350233,4.15515150092141,41.5630045590904,1.39972623679354,0.879872899498902,0.891965530794707
"25",0.989109228376516,-9.00256951748166,4.66989337626888,0.00399334386095703,15.3961788618041,4.1510729904865,41.3422593902203,1.42045812000439,0.879755632073586,0.891965530794707
"26",0.989138745645154,-9.00256951748166,4.66039305576896,0.00325779052404248,16.1158513133311,4.13336145160455,41.2218423833545,1.41753343658219,0.879931664558288,0.89202302397962
"27",0.989122638107126,-8.96623776600692,4.64088175070995,0.00577283338104837,14.4783674647745,4.13646155049499,41.6128168723993,1.42541646179061,0.879974450990945,0.891988687004971
"28",0.989457424719709,-8.94891906244459,4.6473813369669,0.00608765909479104,15.2182748011325,4.13263985840732,41.3348040944676,1.42541646179061,0.880346370059424,0.891790934603406
"29",0.989549168185701,-8.94891906244459,4.60656499218726,0.0155223699976061,15.8866645552413,4.17464088031357,41.6787684098747,1.42377822644953,0.880080548696725,0.891303178993796
"30",0.989512504597438,-8.97605583404479,4.60673981531733,0.0155223699976061,15.830805511297,4.14380712114639,41.6483859099022,1.41460669344497,0.879949732878538,0.891303178993796
"31",0.989397011399801,-8.990914296569,4.61324568889248,0.0144395769467004,16.1911564366091,4.15344160977816,41.7675795922136,1.433096979328,0.879775259769898,0.891301969647047
"32",0.989360698595982,-9.0204282931752,4.61823385823595,0.0110805808101196,15.8255804994787,4.19784646445768,42.5110484920151,1.41704251896965,0.879767010121518,0.89136692155312
"33",0.989513410541178,-9.03666301086069,4.65677454865639,0.00713915661497954,15.8255804994787,4.18055355874862,42.3590962993659,1.42243083621232,0.879807856552899,0.891374789516943
"34",0.989513410541178,-9.06520522635593,4.66390200193817,0.0169552098379042,16.6686605741017,4.19860274575216,42.5807243032617,1.42433709303567,0.879885522910622,0.891458999591287
"35",0.989158459932636,-9.06520522635593,4.654380158696,0.0160314417231254,16.5046526702374,4.19104589947394,42.5807243032617,1.42949714101138,0.879673216768602,0.891481439280209
"36",0.989207424783636,-9.06648211170272,4.63796940855045,0.0160314417231254,17.7318802267923,4.19104589947394,42.2745943971997,1.41771193347311,0.879434085484096,0.89163096145759
"37",0.98915272505581,-9.06648211170272,4.59528815671326,0.0231634755493322,17.5639322303226,4.1796450806095,42.1418193699064,1.42453826408769,0.879537595136461,0.891629260077661
"38",0.989488082015757,-9.08826236356984,4.59528815671326,0.0181476850731708,17.2404782132712,4.16809597042011,41.9778191802362,1.43908884677682,0.879577374945024,0.891677978896199
"39",0.989181464736453,-9.08808949260995,4.64045425467338,0.0247408569889257,15.778023625944,4.1789659482956,41.7727382887281,1.42910342178479,0.879972808263099,0.891683820585555
"40",0.989317119691807,-9.01262384145269,4.61467982886403,0.0231144019551349,17.6841611168989,4.19275920938783,41.7884417016777,1.42910342178479,0.879698073981502,0.891235967279788
"41",0.989522021011377,-9.03397809073659,4.62449966427993,0.0174974574887179,17.7746339752956,4.14131428012909,41.2713958282991,1.4106333821286,0.879546579400689,0.891235967279788
"42",0.989467053266818,-9.07306927898633,4.62082319746148,0.0223846099482483,17.1082860956289,4.14120334004084,41.2713958282991,1.41661428613032,0.879546579400689,0.891352919987237
"43",0.989467053266818,-9.07525989023671,4.58745426434766,0.0234228761055075,19.9795085933768,4.13027862822251,41.4688014655658,1.43915376733206,0.879719640515712,0.891545058078274
"44",0.989345137743854,-9.07367255162099,4.6031346602823,0.0213081323589044,18.6669304018308,4.13017381260895,41.0921001875948,1.41965598250569,0.880066307343953,0.892204387684034
"45",0.989192440716901,-9.02398902668418,4.5984576819611,0.0213809971070524,13.4354440135621,4.12756534255937,41.3266586910754,1.42933912354545,0.880187245605218,0.892062827481635
"46",0.989639847728897,-8.98782796092266,4.58782215373656,0.0157138506096461,14.2182026565731,4.14548649592636,41.5300277138978,1.42849435022346,0.880509531060972,0.892174904007369
"47",0.989639847728897,-8.99584456061781,4.61614373297684,0.0114450776275324,13.8255422600487,4.13618947040343,41.7284203866717,1.41002983243766,0.880635020277646,0.892137231828252
"48",0.989860546342665,-9.02984460660274,4.61614373297684,0.0135516991921438,17.1861813387633,4.13618947040343,41.2824305549928,1.41689991263335,0.880372173087228,0.891943794361926
"49",0.989620220615994,-9.03226823103123,4.63981127648706,0.00997678801074787,17.1788199344913,4.15253213712671,41.5292749999118,1.43086214731718,0.880343147086356,0.892014777088456
"50",0.989620220615994,-9.04194140917409,4.65916627209503,0.00709080206119292,17.2018221580886,4.1632217130547,41.7843910591083,1.43931553563269,0.880463246530486,0.892264132081169
"51",0.989551971121676,-9.03827766973507,4.65916627209503,0.00221836471545739,17.3830036624687,4.15254135640392,41.6781604082074,1.43931553563269,0.880361072811895,0.892339787486364
"52",0.989770405388284,-9.04925530203166,4.66609871763249,0.00246362383178014,16.5305945549718,4.16325059873916,41.9496107482882,1.41468886072784,0.880401784413066,0.892206205433636
"53",0.989622685310842,-9.0453669340047,4.67249373086954,0.00506128524240618,15.5258075268328,4.16325059873916,41.89044250126,1.43316805774737,0.880579599679114,0.89234712296306
"54",0.989295275435056,-9.0577458018993,4.65326927944561,0.00212922730750857,15.5258075268328,4.17635138984111,42.087070154246,1.43725312088993,0.880194599257659,0.892519581591851
"55",0.989267040244672,-9.07631289937905,4.65813900990066,0.00599004682143466,16.2725930973134,4.16536477689216,42.2727385177292,1.42895099087854,0.880194599257659,0.892421607190275
"56",0.989248318361294,-9.08920984944707,4.66815477373535,0.0079068372809172,16.2910924913113,4.18458548314104,42.4050784069287,1.42829293289338,0.879943038607608,0.892220178649016
"57",0.989256847741233,-9.09188842337566,4.68007692508861,0.0105455608235797,14.5449011002675,4.16783792820412,42.3655788402821,1.42829293289338,0.879909487696183,0.891889951623548
"58",0.989169527109347,-9.09969887854448,4.68796229463051,0.0130182856765002,14.6407729997723,4.2000568893371,42.0912374153645,1.44416577346082,0.879711792811039,0.891872303133676
"59",0.989169527109347,-9.10839558344516,4.69412331586342,0.0209454546954556,15.0576871379494,4.19383917753547,42.0437952831361,1.42453181000363,0.879830283218393,0.891790489042576
"60",0.988968904377884,-9.11480627209581,4.69925139959733,0.0215458834076985,16.9661683183131,4.18992083033552,41.8175462503608,1.42828365227833,0.879830283218393,0.891688665394364
"61",0.989002775216124,-9.11401810155563,4.69215660708204,0.0215458834076985,16.9661683183131,4.18083569527192,41.8354045459801,1.43797720132391,0.88027881454371,0.892137191512982
"62",0.989073464974258,-9.13089460656327,4.72589828816306,0.0166289322150935,17.8218228865419,4.17164755958482,41.8309306918516,1.43380459319101,0.879586725567743,0.891725915055965
"63",0.989167000685835,-9.16902865610776,4.7194859487628,0.0126986292690683,14.7796594258121,4.16924943393918,41.8383926479092,1.40649920187088,0.879136934584325,0.89177096103886
"64",0.989204892095119,-9.16191809108308,4.80223063980876,0.0102463462156938,15.8841069522712,4.18323073157024,41.8383926479092,1.43149879948116,0.879059969939964,0.89082878754373
"65",0.989169872261996,-9.14217320426415,4.78062609354447,0.0114113771381424,16.4061290240022,4.18440093098972,41.9065246153203,1.41891453410317,0.879231184503942,0.89082878754373
"66",0.989169872261996,-9.13469581870165,4.72437503378327,0.0100547025304718,17.26716235856,4.18440093098972,42.2833922542994,1.4362739890971,0.879150485794139,0.891008553148275
"67",0.989564090663979,-9.13366276534093,4.7787069360501,0.0075528175766667,14.7865458673885,4.19478720441854,42.235197047556,1.42731305411171,0.879269996247539,0.890843454164285
"68",0.989237502312133,-9.13841098051427,4.80403772140759,0.00810394291684677,14.619461721211,4.19478720441854,42.2007195723313,1.4188418310462,0.879186480663567,0.890814165223629
"69",0.989069795217676,-9.16450975415885,4.87634459473018,0.00668697590717125,13.2561661648971,4.17124844027148,41.7261076080554,1.41502864161941,0.879012523782001,0.890814165223629
"70",0.989085537454671,-9.17591619466629,4.86281384091666,0.00668697590717125,13.7780677010227,4.17530518340528,42.288029268209,1.43369180129424,0.879045264112068,0.890758888796571
"71",0.989218168540172,-9.18251400160827,4.88132043841595,0.00201258912117913,14.2417421548768,4.18946737631964,42.2637157460012,1.43954143110984,0.879016993851927,0.8906605814972
"72",0.989004964134705,-9.18251400160827,4.85579178690705,0.00276385007027107,14.4444999092558,4.2057930886855,42.6057470761969,1.43954143110984,0.878549038259037,0.890555693798482
"73",0.989004964134705,-9.17709386050006,4.84388726764061,0.00232631981531034,14.4091329134563,4.20252711306343,42.6057470761969,1.44100289718087,0.878555226078589,0.890555693798482
"74",0.989197424287925,-9.15760316086041,4.84682369672052,0.000879096904680789,12.7445032724441,4.19166728595903,42.2777379506638,1.43483421686538,0.878595656277944,0.890596020444021
"75",0.989197424287925,-9.18418835099247,4.84682369672052,0.00233098181162428,14.4513150920196,4.19854844503608,42.2747185869079,1.43520834774344,0.878591764976312,0.890484483797422
"76",0.9892689453244,-9.19735889110237,4.86327506842403,0.00317790246748112,15.0566041123754,4.20610944604311,42.5226009600344,1.43650863120411,0.878580151359556,0.890421039353263
"77",0.989442312616467,-9.19735889110237,4.87100226303794,-0.00497380879435929,15.0621664951581,4.18956223948048,42.5083141841387,1.45874234380873,0.878697162824411,0.890406730018649
"78",0.989664929975828,-9.18650425910105,4.89197826390741,-0.00632780956819223,15.0988193035341,4.18956223948048,42.5083141841387,1.39999986932895,0.879002500247805,0.89054361357383
"79",0.989487877061656,-9.2254138032091,4.94285186496048,-0.00543855812633093,12.5760774078389,4.19584250605458,42.2505503699402,1.44345954493328,0.879134660588131,0.890714251252218
"80",0.989416764773251,-9.18907862472601,4.94377137805772,-0.00538957847751859,13.0586464307881,4.17060442148431,42.1611689461836,1.4254076262008,0.879134660588131,0.890539794470983
"81",0.989374959608033,-9.21757553914088,4.94293590576743,-0.00451969441674178,12.4588621665965,4.18089669621646,41.9794779848747,1.40822813142981,0.879110132804086,0.890900205849469
"82",0.98941079735689,-9.2119678683559,4.88993084318907,-0.00411684382842795,14.4189828552914,4.18089669621646,42.1940850475614,1.42548599185668,0.878764207840854,0.890771295033733
