"","ABratio","baseline[1]","baseline[2]","baseline[3]","baseline[4]","beta"
"1",0.844848140074481,-11.2969677499966,7.77168008109583,0.334887228065056,36.6204396348225,0.373763649512068
"2",0.845088737109493,-11.3271989149164,7.71574819305017,0.333234057644626,45.30820716091,0.364240699556703
"3",0.849615744339508,-11.2733677414336,7.75879514535576,0.33159041119039,36.8322626806709,0.367820526689278
"4",0.837638531977976,-11.2668746840142,7.78079159791652,0.327278373199164,38.8682324540736,0.370524448067718
"5",0.850542381203858,-11.2407705599882,7.79811077552035,0.315247970841458,37.3174528255729,0.364437151642183
"6",0.842658704300789,-11.2855458293119,7.86286910206519,0.313895312419516,40.3438808525993,0.370742292454751
"7",0.848976478074101,-11.3109553212582,7.90378860965305,0.309708388384277,39.9049880978961,0.361702772257252
"8",0.844258105100757,-11.2918036929614,7.87485498463048,0.31033140861399,43.7421117027925,0.363610621238153
"9",0.841543546313587,-11.3270245263283,7.99089104157314,0.301352718456146,41.4798887412609,0.365192191029588
"10",0.84908846388059,-11.428623466312,8.03415082952643,0.309474840431852,42.7254953026651,0.376148369151123
"11",0.834548162795262,-11.4155747832174,8.06610610829675,0.303149426480705,41.61845190017,0.372173990596338
"12",0.847111021001231,-11.3411180211415,7.92469869623354,0.307201265389641,42.6077062786807,0.364500919662825
"13",0.840778141468074,-11.3214811094425,7.93279405126394,0.313999205627448,43.1076896691735,0.366059066154233
"14",0.833689142305003,-11.2876989065673,7.90543565364924,0.303218604601021,43.8811412008535,0.366100069182582
"15",0.835209695453906,-11.3058325605033,8.02524372637571,0.303073208570017,40.3870505384355,0.372715709630258
"16",0.849602981149509,-11.3680692301355,7.99834026201597,0.304919390658426,41.3279368336658,0.357941007913509
"17",0.843835196542287,-11.3576613668417,8.00800787518076,0.304330266682809,40.6199619982224,0.363481961410895
"18",0.833946172171952,-11.2317647316098,7.90292584051543,0.312504933438256,42.6601613789187,0.36497118007427
"19",0.841812590977326,-11.3141766578664,7.97175786740977,0.302862366675259,39.8470226378493,0.369351598226134
"20",0.860630674159331,-11.335421622921,7.90903095379577,0.299256809869401,42.3100506772842,0.353192938450366
"21",0.860611254000618,-11.4122663964814,7.9414297021855,0.30329548307531,45.3470796048756,0.358210442617098
"22",0.85879476039941,-11.4176342305358,7.94934207080285,0.311744966297307,44.5406426117465,0.356717155951226
"23",0.858802120895367,-11.3897626186499,7.95382782020778,0.303584018375061,40.7462405652705,0.36592364263961
"24",0.850535843087636,-11.4201301980529,8.08420276037842,0.297144969429061,41.6845056642392,0.359808254719754
"25",0.845649782244987,-11.4610412033099,8.26109594025903,0.287835591575007,42.9163787727294,0.370139044817127
"26",0.83164569660724,-11.5135400033182,8.2374924801238,0.2930515007549,44.0103620742356,0.382816711660565
"27",0.832158723058675,-11.516609906006,8.29883206313968,0.293682736442741,36.8441690634889,0.358261000657023
"28",0.838468952445564,-11.5079665270664,8.27518898230347,0.292502569092112,34.5164855346332,0.363970271465613
"29",0.835968181063485,-11.5123022369764,8.14696448890285,0.310513746985711,39.6968155755441,0.368271186338202
"30",0.825224185353772,-11.5300001424003,8.18995639013079,0.314202390867305,40.2328006576607,0.374841828831605
